Date,Coal_RB_4800_FOB_London_Close_USD,Coal_RB_5500_FOB_London_Close_USD,Coal_RB_5700_FOB_London_Close_USD,Coal_RB_6000_FOB_CurrentWeek_Avg_USD,Coal_India_5500_CFR_London_Close_USD,Price_WTI,Price_Brent_Oil,Price_Dubai_Brent_Oil,Price_ExxonMobil,Price_NTPC,Price_Shenhua,tempmax_RB,tempmin_RB,temp_RB,dew_RB,humidity_RB,precip_RB,preciptype_RB,windspeed_RB,tempmax_Limpopo,tempmin_Limpopo,temp_Limpopo,dew_Limpopo,humidity_Limpopo,precip_Limpopo,preciptype_Limpopo,windspeed_Limpopo
10/4/2021,126.17,155.43,183.7,193.94,160.76,77.62,81.26,78.52,61.72,145.55,18.38,19.6,12.6,17.1,13.3,78.9,5.929,rain,14,18,11,13.9,10.5,80.5,0,,20.5
10/5/2021,126.17,155.43,183.7,193.94,160.76,78.93,82.56,79.71,61.62,145.4,18.82,21.5,15.6,19.2,15.3,78.2,0.396,rain,21.2,23,12.9,16.5,11.4,73.5,0.198,rain,20.5
10/6/2021,126.17,155.43,183.7,193.94,160.76,77.43,81.08,78.69,60.49,143.3,18.88,21.6,17.6,19.7,16.7,83.2,0.412,rain,20.2,25,14,19,12.1,67.1,0,,22.3
10/7/2021,126.17,155.43,183.7,193.94,160.76,78.3,81.95,79.45,60.66,142.8,18.68,21.9,17.6,20.3,16.6,79.4,0,,27.4,23,16.8,18.7,13.5,72.6,0.009,rain,27.7
10/8/2021,152.61,185.6,216.97,229.89,175.32,79.35,82.39,79.76,62.18,141.1,17.46,25.5,18.6,21.6,17.7,79.3,39.532,rain,31,26,15,20.2,13.9,69.3,5.009,rain,20.5
10/11/2021,152.61,185.6,216.97,229.89,175.32,80.52,83.65,80.68,61.56,144.8,18.14,24.3,11,18.6,9.9,58.8,0.042,rain,27.7,20,10.9,14.8,6.1,58.6,0,,16.6
10/12/2021,152.61,185.6,216.97,229.89,175.32,80.64,83.42,80.58,61.24,144.55,18.34,32.6,13.6,21.9,13,59.3,0,,26.6,28,7.2,18.1,2.3,41,0,,14
10/13/2021,152.61,185.6,216.97,229.89,175.32,80.44,83.18,80.45,61.07,146.35,,31.6,14.3,24.5,15.3,58.7,0,,26.3,32.8,12,22.7,-0.3,25.4,0,,13
10/14/2021,152.61,185.6,216.97,229.89,175.32,81.31,84,80.95,62,149.4,,39.2,20.3,27.1,15.1,51.4,0,,37.4,33,13.2,24,-0.4,23.2,0,,11.2
10/15/2021,158.45,192.5,224.43,239.82,217.15,82.28,84.86,81.51,62.59,,17.96,27.9,17.8,23.2,16.6,67.3,0,,29.2,32,15,24,2.2,26.4,0,,22.3
10/18/2021,158.45,192.5,224.43,239.82,217.15,82.44,84.33,81.31,62.56,149.55,19.08,18.9,12.1,16.2,11.5,74.6,12.684,rain,29.9,17,11.8,13.8,9.2,74.1,0,,24.1
10/19/2021,158.45,192.5,224.43,239.82,217.15,82.96,85.08,81.61,63.5,149.65,18.6,21.1,11.8,17.4,10.9,66.5,0,,15.1,12.2,8.9,10.8,6.3,74.1,0,,18.4
10/20/2021,158.45,192.5,224.43,239.82,217.15,83.87,85.82,81.81,63.85,146.25,18.04,23.9,12.5,18.9,12.2,66.5,0,,30.2,22,8.9,14.7,7.4,64.1,0.1,rain,14.8
10/21/2021,158.45,192.5,224.43,239.82,217.15,82.5,84.61,81.44,62.69,147.9,18.62,26.9,16,21.4,15.2,68.8,0.001,rain,29.5,27,10,18.9,5.7,47.3,0,,22.3
10/22/2021,132.88,167.09,191.93,212.47,196.52,83.76,85.53,81.61,63.12,144.9,17.86,27.4,18.5,23.2,17.2,69.9,0.017,rain,29.9,28,16,22.1,6.9,38.4,0,,18.4
10/25/2021,132.88,167.09,191.93,212.47,196.52,83.76,85.99,81.73,64.35,143.9,18.02,20.9,14.7,18.2,13.7,75.5,2.043,rain,14,18.8,13,15.7,10.2,70.1,0,,25.9
10/26/2021,132.88,167.09,191.93,212.47,196.52,84.65,86.4,81.82,65.84,143.2,17.48,20.9,16,19.3,17.6,90.1,3.276,rain,19.1,22.7,14,17.6,12.7,73.9,0,,24.1
10/27/2021,132.88,167.09,191.93,212.47,196.52,82.66,84.58,81.6,64.13,141.3,16.62,23.5,18.8,20.5,17.1,81.3,0.203,rain,18.4,22,15.1,18.2,12.9,72.1,0,,27.7
10/28/2021,132.88,167.09,191.93,212.47,196.52,82.81,84.32,81.55,64.31,137.35,16.76,23.2,17.6,20.6,15.9,75.1,0.001,rain,26.3,20,13.2,16.6,11.2,71.2,0,,23.3
10/29/2021,103.51,130.91,155.6,175.77,172.48,83.57,84.38,81.58,64.47,132.65,16.76,27.3,18.5,22.3,16,68.3,0.004,rain,35.3,26.1,12,18.7,10.1,61.3,0.099,rain,18.3
11/1/2021,103.51,130.91,155.6,175.77,172.48,84.05,84.71,82.38,65.63,134.3,16.92,28.1,17.1,22.7,18,76.2,0,,28.1,31,13.9,21.9,10.4,54.8,0,,14.8
11/2/2021,103.51,130.91,155.6,175.77,172.48,83.91,84.72,82.54,64.82,136.65,16.48,22.5,18.3,21,16.5,75.4,0.3,rain,36.4,35,16.9,26.7,8,35.3,0,,25.9
11/3/2021,103.51,130.91,155.6,175.77,172.48,80.86,81.99,80.16,63.93,136.75,16.86,24.2,17,20.6,15.6,73.6,0,,19.8,28,15,21.2,12.5,60.6,0,,22.3
11/4/2021,103.51,130.91,155.6,175.77,172.48,78.81,80.54,78.95,64.41,137.15,16.7,26.6,15.9,22.1,17,74,0,,28.8,29,15.7,21.5,13.4,61.5,0.002,rain,25.1
11/5/2021,84.19,107.17,122.99,136.78,140.33,81.27,82.74,80.94,65.02,,16.14,28.2,20.1,23.7,19.3,77.1,0.002,rain,27,33,18.2,24.8,14.3,56.2,0,,27.7
11/8/2021,84.19,107.17,122.99,136.78,140.33,81.93,83.43,81.62,65.72,140.3,16.6,27.4,19.7,22.9,20.7,87.9,0.218,rain,21.6,29,17,21.4,15.6,72.1,11.863,rain,25.9
11/9/2021,84.19,107.17,122.99,136.78,140.33,84.15,84.78,82.58,66.36,138.5,16.2,22.8,17.3,20.6,16.3,76.6,0.199,rain,43.9,30.1,18.7,23.2,14.8,62.6,0,,23.3
11/10/2021,84.19,107.17,122.99,136.78,140.33,81.34,82.64,81.27,64.19,137.4,16.18,25.4,15.3,21.3,15.4,70,0.198,rain,25.6,25,13,19.6,10.7,58.9,0,,20.5
11/11/2021,84.19,107.17,122.99,136.78,140.33,81.59,82.87,81.67,64.31,136.65,16.48,25.3,16.6,21.8,18.1,79.5,0.006,rain,24.1,31,15.9,23.2,12.4,54.1,0,,25.8
11/12/2021,86.7,107.14,127.16,137.69,132.75,80.79,82.17,81.48,63.82,136.45,16.3,31,20.1,23.9,19.5,77.4,0.996,rain,38.8,32,17,22.8,13,57.8,0.035,rain,24.1
11/15/2021,86.7,107.14,127.16,137.69,132.75,80.88,82.05,81.41,64.37,137.15,16.14,29.4,17.6,24.4,18.8,72.5,0.001,rain,25.9,28,17.1,21.7,16.3,72.8,7.2,rain,23.4
11/16/2021,86.7,107.14,127.16,137.69,132.75,80.76,82.43,81.67,65.02,134.3,16.24,28,21.5,23.7,19.4,77.4,0.3,rain,33.8,33,19,25.1,14.7,56.5,0.595,rain,24.1
11/17/2021,86.7,107.14,127.16,137.69,132.75,78.36,80.28,80.76,64.31,136.45,16.2,29.4,20.6,25.1,19.3,71.3,0.218,rain,28.1,28,20,23,14.5,60,0.002,rain,20.5
11/18/2021,86.7,107.14,127.16,137.69,132.75,79.01,81.24,81.11,63.61,135.3,16.06,29.4,16.7,23.1,17.4,71.3,5.037,rain,45.4,30.9,19,24.3,12.4,49.9,0.101,rain,28.7
11/19/2021,81.9,104.56,122.32,131.43,124.36,76.1,78.89,80.33,60.67,,16.36,20.7,15.4,18.9,14.1,74,0.125,rain,27,19.2,14.8,17,13.3,79.4,6.941,rain,35.3
11/22/2021,81.9,104.56,122.32,131.43,124.36,76.75,79.7,80.55,61.51,130.15,16.28,29,20.8,24.2,18.7,71.9,0.198,rain,36,25,16,19.1,16,83.6,39.782,rain,33.5
11/23/2021,81.9,104.56,122.32,131.43,124.36,78.5,82.31,81.22,63.13,133.5,16.52,23.5,18,21.1,18.1,83,2.989,rain,32.8,26.9,16,20.9,14.3,68,0,,22.3
11/24/2021,81.9,104.56,122.32,131.43,124.36,78.39,82.25,81.2,63.48,135.35,16.96,22.7,15.9,20.1,14.2,69.4,6.526,rain,33.3,23,15,18.3,13.3,73.6,0,,22.2
11/25/2021,81.9,104.56,122.32,131.43,124.36,77.41,82.22,,,135.2,16.9,21.2,15.6,19.1,15.3,78.6,0.442,rain,22.7,19.2,13.9,16.3,11,71.3,0,,27.6
11/26/2021,101.1,129.26,148.17,158.3,135.53,68.15,72.72,80.08,61.25,128.85,16.56,21.3,16.3,19.3,14.6,74.5,5.938,rain,14.4,20.9,13,16.3,11.3,72.8,1.009,rain,29.5
11/29/2021,101.1,129.26,148.17,158.3,135.53,69.95,73.44,80.31,61.59,126.5,16.54,26.2,21,23.8,20,79.5,0.2,rain,18.4,31,15,23.1,13,56.7,0.802,rain,18.3
11/30/2021,101.1,129.26,148.17,158.3,135.53,66.18,70.57,80.28,59.84,127.25,16.16,32.2,21.1,25.8,20.6,74.4,1.06,rain,28.1,30,19,23.5,12.8,52.3,0.192,rain,21.5
12/1/2021,101.1,129.26,148.17,158.3,135.53,65.57,68.87,67.73,59.79,127.7,16.98,27.9,20.3,24.5,19.3,73.2,0.3,rain,31,29.1,18.2,23.9,14.9,58.3,0,,25.8
12/2/2021,101.1,129.26,148.17,158.3,135.53,66.5,69.67,68.62,61.28,128.7,17.12,32.1,22.8,26.6,21,72.6,0.1,rain,28.4,31,18,24.5,14.8,57,0,,19.6
12/3/2021,77.98,99.91,120.15,128.44,123.95,66.26,69.88,68.91,60.89,127,18.4,23.2,18.8,21.8,18.8,83.6,1.979,rain,25.6,32.1,19.8,25.9,14,50.2,0.105,rain,25.9
12/6/2021,77.98,99.91,120.15,128.44,123.95,69.49,73.08,71.65,61.58,124.35,18.28,36.3,22.6,27.6,20.2,66.5,0.258,rain,32.8,27,17,22,15.8,70,9.716,rain,19.6
12/7/2021,77.98,99.91,120.15,128.44,123.95,72.05,75.44,73.54,62.27,125.35,18.02,25.4,21.1,23.5,19.6,78.7,0.002,rain,23.8,30,17,22.2,16.7,73.5,26.774,rain,29.4
12/8/2021,77.98,99.91,120.15,128.44,123.95,72.36,75.82,73.69,62.45,127.25,18,27.3,20.8,24.3,20.2,78.4,0.396,rain,22.7,21,17.9,19,15.8,82.2,3.967,rain,22.3
12/9/2021,77.98,99.91,120.15,128.44,123.95,70.94,74.42,72.72,62.61,126.05,18.18,32.3,22.6,27,21.1,71.5,0.034,rain,21.6,23,17,19,16,83.5,11.042,rain,12.2
12/10/2021,83.41,106.41,126.08,132.67,126,71.67,75.15,73.19,63.01,126.15,18.14,32.1,22.6,26.9,21.9,75,0.396,rain,24.1,29,16,22.5,15.3,66.8,0,,21.5
12/13/2021,83.41,106.41,126.08,132.67,126,71.29,74.39,72.71,61.63,125.8,18.34,27.2,21.7,24.3,21.8,86.6,3.031,rain,27,27,17.9,22,16.1,70.4,10.026,rain,18.4
12/14/2021,83.41,106.41,126.08,132.67,126,70.73,73.7,72.22,61.54,126.35,18,28.1,20.1,24.7,20.3,77,0.7,rain,32.4,28,17,22.2,15.8,70.1,0.198,rain,20.5
12/15/2021,83.41,106.41,126.08,132.67,126,70.87,73.88,72.38,61.27,126.7,18.28,32.2,20.3,27,20.2,68.4,0.2,rain,27.6,28,18.8,22.9,16.4,68.3,0,,20.5
12/16/2021,83.41,106.41,126.08,132.67,126,72.38,75.02,73.02,61.37,127.4,19.4,25.8,17.1,22.1,18.7,81.7,4.996,rain,35.6,24,17,20,15.8,77.7,3.07,rain,21.5
12/17/2021,91.4,115.27,135.33,145.76,123.63,70.86,73.52,72.43,60.03,125.55,18.52,19.8,16.8,19,15.4,80,19.276,rain,37.8,22.1,14.9,18.4,13.9,75.3,0.087,rain,20.5
12/20/2021,91.4,115.27,135.33,145.76,123.63,68.23,71.52,71.65,59.16,121.75,17.98,27.3,19,22.9,17.8,73.6,0.1,rain,24.1,24,13,17.6,12.5,74.2,0,,16.6
12/21/2021,91.4,115.27,135.33,145.76,123.63,71.12,73.98,72.42,60.5,122.2,18.16,26.8,20.1,23.7,19.4,77.1,1.317,rain,25.9,25,14.7,19.1,13.1,70.6,0,,14.8
12/22/2021,91.4,115.27,135.33,145.76,123.63,72.76,75.29,72.71,60.99,122.55,18.4,32.4,19.4,25.6,19.6,71.4,49.533,rain,25.2,27,16.4,21.2,15.4,71.4,0,,14.7
12/23/2021,91.4,115.27,135.33,145.76,123.63,73.79,76.85,72.99,61.02,124.55,18.66,26.6,19,23.2,19.8,82,1.696,rain,19.1,28.1,19,22.3,15,66,0.233,rain,25.9
12/24/2021,90.92,115.6,138.08,147.24,130.54,,76.14,,,121.25,18.56,22.7,18.3,21,18.4,85.3,115.139,rain,26.6,30.7,17,22.7,15.6,67.9,0,,24.1
12/27/2021,,,,147.24,,75.57,78.6,73.2,61.89,121.85,,27.5,22.6,24.7,21.8,84,4.977,rain,28.8,25,18,20.6,17.4,82.7,0.475,rain,25.9
12/28/2021,,,,147.24,,75.98,78.94,73.16,61.69,124.1,18.38,26.7,19.6,23.7,19.7,79,0.7,rain,21.2,30,17.9,23.1,16.2,68.8,0.002,rain,18.3
12/29/2021,90.92,115.6,138.08,147.24,130.54,76.56,79.23,73.21,61.15,123.15,18.24,27.9,17.1,23.9,18.7,73.6,0.257,rain,27,28,18,21.7,17.2,76.6,0.595,rain,31.7
12/30/2021,90.92,115.6,138.08,147.24,130.54,76.99,79.32,73.2,60.79,126.9,18.16,29.8,21.5,25.4,22.3,83.2,0.147,rain,24.1,30,17,23.4,16.9,70.6,3.381,rain,16.6
12/31/2021,75.54,97.28,115.55,125.65,125.77,75.21,77.78,73.19,61.19,124.4,18.28,23.3,19.6,21.8,19.8,88.5,3.017,rain,32.8,26,18,21.3,17.7,80.3,3.209,rain,37.1
1/3/2022,,,,125.65,,76.08,78.98,77.03,63.54,126,18.66,27.2,19.8,24.3,21.1,83,0.235,rain,18.3,26.2,17,21.6,16.2,72.5,1.242,rain,20.5
1/4/2022,75.54,97.28,115.55,125.65,125.77,76.99,80,78.03,65.93,132.9,18.44,32.6,22.8,26.6,22.4,78.5,0,,27,28,16.8,22.4,15.4,67.4,0.003,rain,18.3
1/5/2022,75.54,97.28,115.55,125.65,125.77,77.85,80.8,78.81,66.75,132,18.8,33.7,21.3,26.9,22.8,79.3,0.016,rain,27,29,17,22.3,15.7,67.9,3.965,rain,35.3
1/6/2022,75.54,97.28,115.55,125.65,125.77,79.46,81.99,79.69,68.32,130.9,18.56,28.1,22.5,25,21.8,82.9,0.007,rain,31.6,28,19.8,22.9,16.3,67.9,0.122,rain,22.3
1/7/2022,87.11,110.04,128.79,143.52,138.8,78.9,81.75,79.53,68.88,131.35,18.42,29.8,21,25.5,21.6,80,6.134,rain,21.6,26,17,21,14.3,67.1,0.002,rain,20.5
1/10/2022,87.11,110.04,128.79,143.52,138.8,78.23,80.87,78.89,68.47,131.85,18.78,32.3,20.6,25.9,19.9,71,0.1,rain,24.1,26,15,20.4,13,65.2,0,,14.7
1/11/2022,87.11,110.04,128.79,143.52,138.8,81.22,83.72,80.79,71.35,132.3,18.78,34.8,22.6,27.3,21.4,72.9,0.013,rain,24,27,19,22.7,15.5,65.1,0.009,rain,12.2
1/12/2022,87.11,110.04,128.79,143.52,138.8,82.64,84.67,81.34,71.14,133.85,19.3,25.9,22,23.4,21,87.2,16.058,rain,20.4,25.1,19,22.1,16.2,69.7,0.202,rain,20.4
1/13/2022,87.11,110.04,128.79,143.52,138.8,82.12,84.47,81.3,70.63,134.95,19.7,30.4,20.7,25.2,21.4,80.4,1.198,rain,14.8,26.9,17,21.8,15.1,67.3,0.002,rain,16.6
1/14/2022,96.51,126.32,139.82,162.57,147.83,83.82,86.06,82.27,71.87,135.35,19.66,30.3,21.7,24.8,21.9,84.6,0.023,rain,18.4,27,18,22.1,15.4,67.5,0,rain,21.5
1/17/2022,96.51,126.32,139.82,162.57,147.83,83.69,86.48,,,136.6,19.68,28.1,20.3,23.8,20.6,82.7,10.893,rain,16.5,23,17.9,19.9,15.5,76,0.729,rain,18.4
1/18/2022,96.51,126.32,139.82,162.57,147.83,85.43,87.51,83.22,73.08,135,19.98,31,19.3,24.6,19,73.2,0.001,rain,22.2,25,17,20.6,13.8,66.1,0,rain,14
1/19/2022,96.51,126.32,139.82,162.57,147.83,86.96,88.44,83.56,73.11,134.8,20.75,28.6,20.5,23.4,20.6,84.9,0.078,rain,22.3,30,17,22.1,14.6,64.4,0,,31.7
1/20/2022,96.51,126.32,139.82,162.57,147.83,86.9,88.38,83.5,73.27,134.9,20.95,29,19.6,24.1,19.2,76.4,0.431,rain,18.4,25,16.8,20.5,14.2,68.4,0,rain,25.2
1/21/2022,114.04,138.43,158.47,182.55,159.43,85.14,87.89,83.29,72.17,134.1,21.15,29.1,19.1,23.8,18.1,72.5,0,,16.6,27.2,13,20,10.9,59.2,0,,23.3
1/24/2022,114.04,138.43,158.47,182.55,159.43,83.31,86.27,82.87,72.79,132.6,21.15,32.4,18.5,24.3,18.1,70.9,0.002,rain,22.3,30,16,21.8,12.3,58,0,,14.8
1/25/2022,114.04,138.43,158.47,182.55,159.43,85.6,88.2,83.21,74.93,135.3,20.55,31.3,20.3,25.3,20,74.7,0.9,rain,18,29,16,21.9,13.8,63,0,,22.3
1/26/2022,114.04,138.43,158.47,182.55,159.43,87.35,89.96,83.39,74.17,,20.55,31.6,21.5,25.9,21.1,77.1,2.5,rain,20.5,24.1,19,21.4,15.5,69.4,0.397,rain,29.4
1/27/2022,114.04,138.43,158.47,182.55,159.43,86.61,89.34,83.33,75.12,135,20.3,37.8,21.7,28.6,21.1,68.3,0,,24,26.1,19,21.5,16.8,75.5,0.216,rain,29.4
1/28/2022,125.83,148.91,173.55,201.3,165.91,86.82,90.03,83.36,75.28,140.15,19.5,31.4,21.1,26.2,21.8,78,14.983,rain,42.4,27,18.1,21.6,17.2,77.6,0.198,rain,23.3
1/31/2022,125.83,148.91,173.55,201.3,165.91,88.15,91.21,83.45,75.96,142.05,19.08,33.8,20.1,26.1,20.1,72,0,,25.9,26.2,16.2,20.6,14.1,68.9,0,rain,22.3
2/1/2022,125.83,148.91,173.55,201.3,165.91,88.2,89.16,87.42,80.83,141.15,,34.8,22.1,27.1,20.6,69.7,0,,24.1,27.7,14,20.8,13.9,67.4,0,,14.8
2/2/2022,125.83,148.91,173.55,201.3,165.91,88.26,89.47,87.77,80.62,141.15,,35.6,23.5,27.9,21.1,68.8,0,,29.4,30.5,16,22.9,13.9,61.8,0,,15.8
2/3/2022,125.83,148.91,173.55,201.3,165.91,90.27,91.11,89.16,79.68,136.65,,38.9,23.9,29.3,22.2,68.8,0,,22.2,32,18,24.6,16.2,61.5,0,,13
2/4/2022,109,138.89,153.16,183.78,169.78,92.31,93.27,91.06,81.41,134.2,20,26.1,20.6,23.3,22.1,93.1,11.05,rain,31.4,29,18.1,23.4,16.7,67.9,23.176,rain,21.5
2/7/2022,109,138.89,153.16,183.78,169.78,91.32,92.69,90.76,82.39,135.15,20.45,28.6,20.4,23.7,20.3,82.7,0.251,rain,15.1,28,16,21.2,13.4,64.4,0.198,rain,18.4
2/8/2022,109,138.89,153.16,183.78,169.78,89.36,90.78,89.28,80.26,135,21.6,29.3,19.1,23.7,19.1,77.8,0,,18.3,29,16,21.8,13.6,62.7,0,,14.8
2/9/2022,109,138.89,153.16,183.78,169.78,89.66,91.55,89.88,79,135.05,20.95,32.3,18.3,24.3,19.2,76.1,0.002,rain,16.5,28,16.7,20.8,16.2,76.8,32.826,rain,17.6
2/10/2022,109,138.89,153.16,183.78,169.78,89.88,91.41,89.92,78.24,136.45,21.8,33.8,19.7,25.6,20.7,77,0.2,rain,18.3,29.1,16.9,23.1,14.2,61,0.202,rain,14.8
2/11/2022,124.66,160.72,180.32,201.98,180.38,93.1,94.44,91.79,80.21,137.15,22.35,33.8,20.1,26,20.8,75.8,0,rain,20.5,29,16.2,22.6,8.2,45.6,0,,19.6
2/14/2022,124.66,160.72,180.32,201.98,180.38,95.46,96.48,92.61,78.98,132.5,21.8,28.6,22.7,25.4,21,77.3,1.014,rain,25.9,28,16,22.3,13.1,57.5,0,,20.5
2/15/2022,124.66,160.72,180.32,201.98,180.38,92.07,93.28,90.86,77.99,135.35,21.65,28.3,19.7,24.3,18.5,70.8,0.1,rain,17.3,25.2,17,21.3,15.1,68.4,0,rain,18.4
2/16/2022,124.66,160.72,180.32,201.98,180.38,93.66,94.81,91.56,78.35,133.2,22,34.7,19.4,25.9,19.9,72.2,0.002,rain,25.9,27.2,15.2,21.6,13.8,64.4,0,rain,19.6
2/17/2022,124.66,160.72,180.32,201.98,180.38,91.76,92.97,90.67,78.23,132.75,22.1,24.3,20.8,22.3,20.3,88.6,2.01,rain,27.7,28,17,22.2,13.7,61.3,0,,20.5
2/18/2022,128.49,162.33,181.9,211.52,183.03,91.07,93.54,90.9,77.36,132.35,22.45,24.6,20.3,22.1,19.5,85.9,4.191,rain,11.5,26,16.9,21.3,15.1,69.6,0,,21.5
2/21/2022,128.49,162.33,181.9,211.52,183.03,92.65,95.39,,,131.95,22.5,30.7,22.6,25.5,21.1,77.2,0.3,rain,16.2,29,18,22.6,14.7,62.4,0.793,rain,22.3
2/22/2022,128.49,162.33,181.9,211.52,183.03,92.35,96.84,91.84,76.46,132.1,22.45,29.3,22.2,25.1,21.8,83.2,0.003,rain,20.5,28,17.9,22.3,16.6,71.2,0.198,rain,18.3
2/23/2022,128.49,162.33,181.9,211.52,183.03,92.1,96.84,91.7,76.77,130.2,21.85,30.6,21.1,25.1,20.8,79,0.002,rain,22.3,28,17,22.3,13,59.5,0.028,rain,18.4
2/24/2022,128.49,162.33,181.9,211.52,183.03,92.81,99.08,92.07,75.8,124.4,21.65,29.3,20.2,24.5,19.7,76.6,0.003,rain,16.6,30,15,22,13.2,60.5,0,,12.2
2/25/2022,151.27,189,216.37,228.31,203.78,91.59,97.93,91.93,77.84,130.35,20.6,29.3,19.4,24,18.7,74.2,0,rain,24,30,16,22.7,12,53.5,0,rain,14.7
2/28/2022,151.27,189,216.37,228.31,203.78,95.72,100.99,92.34,78.42,133.5,21.5,31.3,19.9,25,20.1,76.1,0.1,rain,24.1,28,16,21.8,15.2,67.8,0,,13
3/1/2022,151.27,189,216.37,228.31,203.78,103.41,104.97,102,79.17,,21.8,29.9,21.4,24.9,20.5,77.4,0.002,rain,22.3,25.4,17.8,20.3,16.4,79.4,9.051,rain,20.5
3/2/2022,151.27,189,216.37,228.31,203.78,110.6,112.93,109.4,80.53,130.95,21.8,29.9,21.3,25,19.8,74.1,0.001,rain,24,26,18,20.4,16.3,78.3,0.131,rain,14.8
3/3/2022,151.27,189,216.37,228.31,203.78,107.67,110.46,106.58,81.04,132.1,22.75,33.8,21.1,26,19,67,0,,20.5,29,16.9,22,15.3,68.5,0.396,rain,11.2
3/4/2022,251.7,306.76,346.85,359.9,271.7,115.68,118.11,114.95,84.09,130.2,22.75,32.9,20.3,25.3,19.1,71,0,,21.6,29,16,22.4,14,61.5,0,,14.8
3/7/2022,251.7,306.76,346.85,359.9,271.7,119.4,123.21,118.18,87.12,130.05,22.3,34.1,21,26.1,20.2,72.4,0,,24.1,28.9,15,21.7,13.7,63.4,0,,14.8
3/8/2022,251.7,306.76,346.85,359.9,271.7,123.7,127.98,122.53,87.78,133.75,21.7,30.6,19.9,24.7,20.2,77.9,0.995,rain,16.2,29,16,22.1,14.2,62.7,0,,20.5
3/9/2022,251.7,306.76,346.85,359.9,271.7,108.7,111.14,110.86,82.79,131.5,21.75,27.7,21.1,23.4,20.9,86.6,5.148,rain,14.7,26,15.6,20.8,12.5,61,0,,20.5
3/10/2022,251.7,306.76,346.85,359.9,271.7,106.02,109.33,110.2,85.36,132.95,21.5,33.4,20.8,25.4,20.7,77.7,0.1,rain,24,30,17,22.2,13.1,59,0,,24.1
3/11/2022,301.09,360.24,412.35,428.22,312.89,109.33,112.67,112.59,84.92,131.95,21.3,29.9,21.1,24.8,20.6,79.8,4.007,rain,17.3,26.1,16.9,21.5,13.4,61.1,0,,20.5
3/14/2022,301.09,360.24,412.35,428.22,312.89,103.01,106.9,109.18,81.88,132.15,20.1,25.9,18.3,22.3,19.8,86.2,3.15,rain,22.3,32,16,23.2,13.5,58.4,0.991,rain,20.5
3/15/2022,301.09,360.24,412.35,428.22,312.89,96.44,99.91,105.76,77.22,131.05,18.54,21.1,17.2,18.7,17.7,93.9,17.99,rain,23.8,27,17.8,21.7,16.7,74.9,10.939,rain,22.3
3/16/2022,301.09,360.24,412.35,428.22,312.89,95.04,98.02,104.89,76.93,132.75,19.6,26.5,18.5,21.1,18.4,85.3,3.162,rain,16.5,22,15.8,17.8,15,84.3,15.069,rain,16.6
3/17/2022,301.09,360.24,412.35,428.22,312.89,102.98,106.64,108.78,78.98,132.9,20.6,26.6,17.7,21.2,17.5,80.9,5.791,rain,16.5,18,15,16.5,13.2,81,3.379,rain,18.3
3/18/2022,183.2,226.55,260.51,294.8,254.6,104.7,107.93,108.99,78.67,,20.75,28.3,16.3,21.5,15.9,72.4,0.001,rain,16.5,23,15.2,18.2,11.6,66.5,0.002,rain,16.6
3/21/2022,183.2,226.55,260.51,294.8,254.6,112.12,115.62,111.73,82.2,132.9,20.85,28.5,16.8,22.1,15.7,68.8,0,,17.6,24,12,17.7,9.8,62.7,0,,17.6
3/22/2022,183.2,226.55,260.51,294.8,254.6,111.76,115.48,111.43,81.84,132.85,21.95,30.2,17.5,22.9,16.8,70.4,0,,18.7,23.2,12,17,10.5,66.9,0,,13
3/23/2022,183.2,226.55,260.51,294.8,254.6,114.93,121.6,112.59,83.13,133.45,21.75,31.8,19.9,24.5,18.2,69.9,0.1,rain,24,24,12,18,10.6,64.3,0,,12.9
3/24/2022,183.2,226.55,260.51,294.8,254.6,112.34,119.03,111.82,83.38,135.4,22.6,33.4,19.1,24.8,18.2,69.7,0.122,rain,18.4,28,12,20.2,11,58.7,0,,18.4
3/25/2022,181.59,221.54,262.71,263.13,233.97,113.9,120.65,112.1,85.2,134.75,22.3,27.6,19.5,23.1,18.9,78.7,1.014,rain,18.3,28,16,21.1,13,62,0,rain,18.3
3/28/2022,181.59,221.54,262.71,263.13,233.97,105.96,112.48,110.84,82.81,134.8,24.4,32.3,19.5,24.7,19.3,74.7,74.304,rain,22.2,24,15.8,19.4,13.3,70.2,0,,17.6
3/29/2022,181.59,221.54,262.71,263.13,233.97,104.24,110.23,110.55,82.37,134.35,25.55,32,21.1,25.1,18.5,68.1,0,,24,25,14,18.9,12.5,69.4,0.297,rain,14.8
3/30/2022,181.59,221.54,262.71,263.13,233.97,107.82,113.45,110.89,83.78,135.3,24.75,35.1,21.5,26.2,18.5,65.6,0,,22.3,27,11.9,18.7,9.9,61.3,0,,13
3/31/2022,181.59,221.54,262.71,263.13,233.97,100.28,107.91,110.89,82.59,135,25.1,28.9,18.6,24.4,19.7,76.2,0,rain,15.5,27,11.9,19,10.6,61.2,0,,16.6
4/1/2022,167.18,212.22,252.38,259.76,223.29,99.27,104.39,101.85,83.12,142.95,25.9,30,18.8,23.5,19.8,81,0.001,rain,15.8,26,12,19.3,10.5,59.4,0.003,rain,16.6
4/4/2022,167.18,212.22,252.38,259.76,223.29,103.28,107.53,104.77,83.16,144.3,25.5,28,23.5,25,19.6,72.8,0,,18.7,23,17.1,19.5,16.7,84.3,9.112,rain,13
